edad;sexo;departamento_nacimiento;municipio_nacimiento;diploma_educacion;campaña;campaña_fecha;poblacion;comuna_residencia;zona_residencia;cali_nacimiento;codigo_barrio_residencia;nombre_barrio_residencia;comuna
16.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;2298;Ciudad Campestre;22
19.0;Mujer;Valle del Cauca;La Unión;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1783;Ciudad Capri;17
17.0;Mujer;Cauca;Santander de Quilichao;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1783;Ciudad Capri;17
16.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;17;;;1783;Ciudad Capri;17
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1783;Ciudad Capri;17
27.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1783;Ciudad Capri;17
35.0;Hombre;Valle del Cauca;Buenaventura;Especialización;encuentas;25MAR2018;Técnico administración;17;;No;1783;Ciudad Capri;17
28.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1596;Ciudad Cordoba;15
42.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1596;Ciudad Cordoba;15
30.0;Mujer;Valle del Cauca;Buenaventura;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1596;Ciudad Cordoba;15
18.0;Mujer;Nariño;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1596;Ciudad Cordoba;15
17.0;Mujer;Nariño;San Pablo;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;1596;Ciudad Cordoba;15
56.0;Hombre;Nariño;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1596;Ciudad Cordoba;15
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
26.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
21.0;Mujer;Nariño;Los Andes;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
40.0;Mujer;Tolima;Fresno;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
69.0;Hombre;Caldas;Manizales;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
20.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1596;Ciudad Cordoba;15
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;2;;;217;Ciudad Los Alamos;2
19.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;2;;;217;Ciudad Los Alamos;2
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;217;Ciudad Los Alamos;2
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;217;Ciudad Los Alamos;2
41.0;Mujer;Valle del Cauca;Palmira;Media académica o clásica;encuentas;25MAR2018;Técnico administración;2;;No;217;Ciudad Los Alamos;2
31.0;Mujer;Norte de Santander;Cúcuta;Maestría;encuentas;25MAR2018;Técnico administración;2;;No;217;Ciudad Los Alamos;2
17.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;2108;Ciudad Talanga;21
25.0;Mujer;Valle del Cauca;Cali;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1703;Ciudadela Comfandi;17
18.0;Mujer;Caldas;Riosucio;Media académica o clásica;narrativas;01AGO2018;Ciudadano;17;;;1703;Ciudadela Comfandi;17
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1703;Ciudadela Comfandi;17
31.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1703;Ciudadela Comfandi;17
25.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;610;Ciudadela Floralia;6
56.0;Hombre;Caldas;Marmato;Básica primaria;narrativas;01AGO2018;Ciudadano;6;;;610;Ciudadela Floralia;6
32.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;610;Ciudadela Floralia;6
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;6;;;610;Ciudadela Floralia;6
33.0;Hombre;Valle del Cauca;Buenaventura;Profesional;narrativas;01AGO2018;Ciudadano;6;;;610;Ciudadela Floralia;6
42.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;610;Ciudadela Floralia;6
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;6;cali_zona_urbana;;610;Ciudadela Floralia;6
25.0;Hombre;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;6;;Si;610;Ciudadela Floralia;6
31.0;Hombre;;;Tecnológica;encuentas;25MAR2018;Técnico administración;6;;Si;610;Ciudadela Floralia;6
26.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;6;;Si;610;Ciudadela Floralia;6
25.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1812;Colinas del Sur;18
18.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;No reportado;;;1014;Colseguros Andes;10
15.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;10;;;1014;Colseguros Andes;10
24.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;21;;;2107;Compartir;21
17.0;Hombre;;;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2107;Compartir;21
33.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;21;cali_zona_urbana;;2107;Compartir;21
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1502;Comuneros I;15
20.0;Hombre;Nariño;San Andres de Tumaco;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
21.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
25.0;Mujer;;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
;Hombre;;;No reportado;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
8.0;Hombre;;;No reportado;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
14.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;14;;;1502;Comuneros I;15
16.0;Mujer;Nariño;Olaya Herrera;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
14.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;4;;;1502;Comuneros I;15
16.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
;Mujer;Nariño;Roberto Payán;Básica primaria;narrativas;01AGO2018;Ciudadano;16;;;1502;Comuneros I;15
16.0;Mujer;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
16.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;15;;;1502;Comuneros I;15
18.0;Mujer;Valle del Cauca;Versalles;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1502;Comuneros I;15
35.0;Hombre;Nariño;San Andres de Tumaco;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1502;Comuneros I;15
35.0;Hombre;Nariño;San Andres de Tumaco;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1502;Comuneros I;15
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1502;Comuneros I;15
28.0;Mujer;Valle del Cauca;El Cerrito;Profesional;narrativas;01AGO2018;Ciudadano;15;;;1009;Cristóbal Colón;10
28.0;Mujer;Valle del Cauca;El Cerrito;Maestría;narrativas;01AGO2018;Ciudadano;10;;;1009;Cristóbal Colón;10
24.0;Mujer;;;Media académica o clásica;narrativas;01AGO2018;Ciudadano;10;;;1009;Cristóbal Colón;10
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1009;Cristóbal Colón;10
18.0;Mujer;Archipiélago de San Andrés;San Andrés;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1009;Cristóbal Colón;10
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1009;Cristóbal Colón;10
19.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;18;;;1816;Cuarteles Napoles;18
18.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;18;;;1816;Cuarteles Napoles;18
20.0;Mujer;Nariño;Ipiales;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1816;Cuarteles Napoles;18
19.0;Mujer;Nariño;San Andres de Tumaco;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1816;Cuarteles Napoles;18
48.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;18;;;1816;Cuarteles Napoles;18
17.0;Hombre;;;No reportado;narrativas;01AGO2018;Ciudadano;18;;;1816;Cuarteles Napoles;18
18.0;Mujer;Magdalena;Santa Marta;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1816;Cuarteles Napoles;18
19.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;18;cali_zona_urbana;;1816;Cuarteles Napoles;18
37.0;Hombre;Antioquia;Medellín;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1919;Cuarto de Legua - Guadalupe;19
42.0;Mujer;Cauca;San Sebastián;Media académica o clásica;narrativas;01AGO2018;Ciudadano;19;;;1919;Cuarto de Legua - Guadalupe;19
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;19;;;1919;Cuarto de Legua - Guadalupe;19
29.0;Mujer;Nariño;San Pablo;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;2106;Desepaz Invicali;21
19.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;2106;Desepaz Invicali;21
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1209;Doce de Octubre;12
26.0;Hombre;;;Especialización;encuentas;25MAR2018;Técnico administración;8;;Si;816;EL Trébol;8
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;01AGO2018;Ciudadano;12;;;1203;Eduardo Santos;12
20.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;2;;;215;El Bosque;2
16.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;215;El Bosque;2
21.0;Hombre;Cauca;Popayán;No reportado;narrativas;09ABR2019;Ciudadano;2;cali_zona_urbana;;215;El Bosque;2
23.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;310;El Calvario;3
27.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1913;El Cedro;19
6.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;2001;El Cortijo;20
23.0;Mujer;Nariño;La Unión;No reportado;narrativas;09ABR2019;Ciudadano;20;cali_zona_urbana;;2001;El Cortijo;20
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;20;cali_zona_urbana;;2001;El Cortijo;20
15.0;Mujer;Cauca;Caldono;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1308;El Diamante;13
21.0;Hombre;Valle del Cauca;Cali;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1308;El Diamante;13
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1308;El Diamante;13
65.0;Mujer;Valle del Cauca;Buenaventura;Maestría;encuentas;25MAR2018;Técnico administración;13;;No;1308;El Diamante;13
43.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;17;;Si;1790;El Gran Limonar;17
43.0;Mujer;;;Especialización;encuentas;25MAR2018;Técnico administración;17;;Si;1790;El Gran Limonar;17
45.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1789;El Gran Limonar - Cataya;17
59.0;Mujer;;;Media académica o clásica;encuentas;25MAR2018;Técnico administración;17;;Si;1789;El Gran Limonar - Cataya;17
62.0;Hombre;Valle del Cauca;Cali;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1002;El Guabal;10
17.0;Mujer;Valle del Cauca;Buenaventura;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1002;El Guabal;10
34.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;10;;;1002;El Guabal;10
22.0;Hombre;Nariño;San Andres de Tumaco;Técnica profesional;narrativas;01AGO2018;Ciudadano;10;;;1002;El Guabal;10
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1002;El Guabal;10
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;10;cali_zona_urbana;;1002;El Guabal;10
24.0;Mujer;No reportado;No reportado;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1780;El Ingenio;17
26.0;Mujer;No reportado;No reportado;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1780;El Ingenio;17
23.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1780;El Ingenio;17
30.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1780;El Ingenio;17
30.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1780;El Ingenio;17
38.0;Mujer;Norte de Santander;Cúcuta;Maestría;narrativas;01AGO2018;Ciudadano;11;;;1106;El Jardín;11
23.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1106;El Jardín;11
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1106;El Jardín;11
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1106;El Jardín;11
17.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;11;cali_zona_urbana;;1106;El Jardín;11
29.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;11;;Si;1106;El Jardín;11
28.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;11;;Si;1106;El Jardín;11
16.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1903;El Lido;19
22.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;19;cali_zona_urbana;;1903;El Lido;19
48.0;Hombre;;;Especialización;encuentas;25MAR2018;Técnico administración;19;;Si;1903;El Lido;19
48.0;Hombre;Valle del Cauca;Tuluá;Profesional;encuentas;25MAR2018;Técnico administración;19;;No;1903;El Lido;19
31.0;Hombre;;;Profesional;encuentas;25MAR2018;Técnico administración;19;;Si;1903;El Lido;19
48.0;Hombre;Valle del Cauca;No reportado;Especialización;narrativas;16FEB2017;Ciudadano;No reportado;;;1787;El Limonar;17
19.0;Mujer;Putumayo;Colón;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1787;El Limonar;17
17.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1787;El Limonar;17
20.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1787;El Limonar;17
22.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1787;El Limonar;17
24.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;17;cali_zona_urbana;;1787;El Limonar;17
27.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1787;El Limonar;17
31.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;17;;Si;1787;El Limonar;17
37.0;Mujer;Atlántico;Palmar de Varela;Maestría;encuentas;25MAR2018;Técnico administración;17;;No;1787;El Limonar;17
30.0;Mujer;Quindio;Armenia;Especialización;encuentas;25MAR2018;Técnico administración;17;;No;1787;El Limonar;17
26.0;Hombre;Cauca;Popayán;Técnica profesional;narrativas;01AGO2018;Ciudadano;15;;;1599;El Morichal;15
18.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;01AGO2018;Ciudadano;No reportado;;;1599;El Morichal;15
19.0;Hombre;;;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1599;El Morichal;15
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1599;El Morichal;15
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1599;El Morichal;15
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1599;El Morichal;15
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;15;cali_zona_urbana;;1599;El Morichal;15
37.0;Mujer;;;Profesional;encuentas;25MAR2018;Técnico administración;15;;Si;1599;El Morichal;15
29.0;Mujer;Cauca;Popayán;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1917;El Mortiñal;19
33.0;Hombre;Valle del Cauca;Buenaventura;Profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;301;El Nacional;3
18.0;Mujer;Valle del Cauca;Palmira;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;301;El Nacional;3
42.0;Hombre;Valle del Cauca;Cali;Maestría;narrativas;01AGO2018;Ciudadano;3;;;302;El Peñón;3
19.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;302;El Peñón;3
19.0;Mujer;Atlántico;Barranquilla;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;302;El Peñón;3
29.0;Mujer;;;Maestría;encuentas;25MAR2018;Técnico administración;3;;Si;302;El Peñón;3
26.0;Hombre;Bogotá, D.C.;Bogotá, D.C.;Profesional;encuentas;25MAR2018;Técnico administración;3;;No;302;El Peñón;3
25.0;Mujer;Bogotá, D.C.;Bogotá, D.C.;Especialización;encuentas;25MAR2018;Técnico administración;3;;No;302;El Peñón;3
21.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;3;cali_zona_urbana;;314;El Piloto;3
79.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
43.0;Mujer;Cauca;Cajibío;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
38.0;Mujer;Valle del Cauca;Florida;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
17.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
23.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
21.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
37.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
20.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
22.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
26.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1303;El Poblado I;13
15.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;01AGO2018;Ciudadano;13;;;1303;El Poblado I;13
22.0;Mujer;Valle del Cauca;Cali;Técnica profesional;narrativas;01AGO2018;Ciudadano;13;;;1303;El Poblado I;13
22.0;Mujer;Valle del Cauca;La Cumbre;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1303;El Poblado I;13
18.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1303;El Poblado I;13
16.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1303;El Poblado I;13
18.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1303;El Poblado I;13
31.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;09ABR2019;Ciudadano;13;cali_zona_urbana;;1303;El Poblado I;13
22.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
78.0;Mujer;Cauca;Patía;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
38.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
21.0;Hombre;Valle del Cauca;Cali;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
36.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
19.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
76.0;Mujer;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
22.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
37.0;Mujer;Valle del Cauca;Florida;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
23.0;Hombre;Cesar;Agustín Codazzi;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
37.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
83.0;Hombre;Chocó;No reportado;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
33.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
50.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
24.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
19.0;Mujer;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
23.0;Mujer;Tolima;Líbano;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
31.0;Hombre;Valle del Cauca;La Cumbre;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
24.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
23.0;Hombre;Valle del Cauca;Cali;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
23.0;Hombre;Nariño;Barbacoas;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
50.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
18.0;Hombre;Valle del Cauca;Cali;Básica primaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
31.0;Hombre;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
55.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
50.0;Hombre;Nariño;San Andres de Tumaco;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
43.0;Hombre;Nariño;San Andres de Tumaco;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
25.0;Mujer;Valle del Cauca;Cali;Media académica o clásica;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
15.0;Hombre;No reportado;No reportado;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
18.0;Hombre;Valle del Cauca;Palmira;Básica secundaria;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
37.0;Hombre;Valle del Cauca;Cali;No reportado;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
19.0;Mujer;Tolima;Líbano;Técnica profesional;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
79.0;Mujer;Santander;Albania;Ninguno;narrativas;16FEB2017;Ciudadano;No reportado;;;1304;El Poblado II;13
